Long,Lat                  Streetscore    Network      Match
-73.990021,40.720551            Safe       Safe       True
-73.990402,40.720551            Safe       Safe       True
-73.99115,40.720551             Safe       Safe       True
-73.991524,40.720551            Safe       Safe       True
-73.992279,40.720551            Safe       Safe       True
-73.992653,40.720551            Safe       Safe       True
-73.993401,40.720551            Safe       Safe       True
-73.993774,40.720551            Safe       Safe       True
-73.99453,40.720551             Safe       Safe       True
-73.994904,40.720551            Safe       Safe       True
-73.995651,40.720551            Safe       Safe       True
-73.996025,40.720551            Safe       Safe       True
-73.99678,40.720551             Safe       Safe       True
-73.997154,40.720551            Safe       Safe       True
-73.997902,40.720551            Safe       Safe       True
-73.998283,40.720551            Safe       Safe       True
-73.999031,40.720551            Safe       Safe       True
-73.999405,40.720551            Safe       Safe       True
-74.000153,40.720551            Safe       Safe       True
-74.000534,40.720551            Safe       Safe       True
-74.001282,40.720551            Safe       Safe       True
-74.001656,40.720551            Safe       Safe       True
-74.002411,40.720551            Safe       Safe       True
-74.002785,40.720551            Safe       Safe       True
-74.003532,40.720551            Safe       Safe       True
-74.003906,40.720551            Safe       Safe       True
-74.004662,40.720551            Safe       Safe       True
-74.005035,40.720551            Safe       Safe       True
-74.005783,40.720551            Safe       Safe       True
-74.006165,40.720551            Safe       Safe       True
-74.006912,40.720551            Safe       Safe       True
-74.007286,40.720551            Safe       Safe       True
-74.008041,40.720551            Safe       Safe       True
-74.008415,40.720551            Safe       Safe       True
-74.009171,40.720551            Safe       Safe       True
-74.009544,40.720554            Safe       Safe       True
-73.975204,40.720554            Safe       Safe       True
-74.0103,40.720554              Safe       Safe       True
-74.010689,40.720558            Safe       Safe       True
-74.011459,40.720566            Safe       Safe       True
-74.011848,40.72057             Safe       Safe       True
-74.012634,40.720581            Safe       Safe       True
-73.974915,40.720863            Safe       Safe       True
-73.977402,40.720867            Safe       Safe       True
-73.97818,40.720871             Safe       Safe       True
-73.978561,40.720871            Safe       Safe       True
-73.979324,40.720875            Safe       Safe       True
-73.979698,40.720875            Safe       Safe       True
-73.980453,40.720875            Safe       Safe       True
-73.980827,40.720875            Safe       Safe       True
-73.981583,40.720875            Safe       Safe       True
-73.981956,40.720875            Safe       Safe       True
-73.982704,40.720875            Safe       Safe       True
-73.983078,40.720875            Safe       Safe       True
-73.983833,40.720875            Safe       Safe       True
-73.984207,40.720875            Safe       Safe       True
-73.984955,40.720875            Safe       Safe       True
-73.985336,40.720875            Safe       Safe       True
-73.986084,40.720875            Safe       Safe       True
-73.986458,40.720875            Safe       Safe       True
-73.987206,40.720875            Safe       Safe       True
-73.987587,40.720875            Safe       Safe       True
-73.988335,40.720875            Safe       Safe       True
-73.988708,40.720875            Safe       Safe       True
-73.989464,40.720875            Safe       Safe       True
-73.989838,40.720875            Safe       Safe       True
-73.990585,40.720875            Safe       Safe       True
-73.990959,40.720875            Safe       Safe       True
-73.991714,40.720875            Safe       Safe       True
-73.992088,40.720875            Safe       Safe       True
-73.992836,40.720875            Safe       Safe       True
-73.993217,40.720875            Safe       Safe       True
-73.993965,40.720875            Safe       Safe       True
-73.994339,40.720875            Safe       Safe       True
-73.995087,40.720875            Safe       Safe       True
-73.995468,40.720875            Safe       Safe       True
-73.996216,40.720875            Safe       Safe       True
-73.99659,40.720875             Safe       Safe       True
-73.997345,40.720875            Safe       Safe       True
-73.997719,40.720875            Safe       Safe       True
-73.998466,40.720875            Safe       Safe       True
-73.99884,40.720875             Safe       Safe       True
-73.999596,40.720875            Safe       Safe       True
-73.999969,40.720875            Safe       Safe       True
-74.000717,40.720875            Safe       Safe       True
-74.001099,40.720875            Safe       Safe       True
-74.001846,40.720875            Safe       Safe       True
-74.00222,40.720875             Safe       Safe       True
-74.002968,40.720875            Safe       Safe       True
-74.003349,40.720875            Safe       Safe       True
-74.004097,40.720875            Safe       Safe       True
-74.004471,40.720875            Safe       Safe       True
-74.005226,40.720875            Safe       Safe       True
-74.0056,40.720875              Safe       Safe       True
-74.006348,40.720875            Safe       Safe       True
-74.006721,40.720875            Safe       Safe       True
-74.007477,40.720875            Safe       Safe       True
-74.007851,40.720875            Safe       Safe       True
-74.008598,40.720875            Safe       Safe       True
-74.00898,40.720879             Safe       Safe       True
